ID,date,sender,sender.carrier,receiver,receiver.carrier,length.call
1292,4,353.145.6110,3,940.386.4189,2,22
1293,4,353.145.6110,3,353.145.1669,3,31
1294,4,353.145.6110,3,681.469.1081,1,23
1295,4,353.145.6110,3,353.145.7916,3,34
1296,4,353.145.6110,3,353.145.1669,3,1
1297,4,353.145.6110,3,681.469.4840,1,18
1298,4,353.145.8406,3,940.386.7868,2,19
1299,4,353.145.8406,3,353.145.4306,3,22
1300,4,353.145.8406,3,681.469.4720,1,1
1301,4,353.145.8406,3,681.469.1081,1,1
1302,4,353.145.8406,3,681.469.1081,1,23
1303,4,353.145.8406,3,681.469.9951,1,15
1304,4,353.145.8406,3,681.469.9378,1,23
1305,4,353.145.8406,3,681.469.2926,1,27
1306,4,353.145.9474,3,353.145.8454,3,29
1307,4,353.145.9474,3,681.469.2555,1,30
1308,4,353.145.9474,3,940.386.1402,2,22
1309,4,353.145.9474,3,681.469.1366,1,37
1310,4,353.145.9474,3,353.145.9029,3,24
1311,4,353.145.9474,3,353.145.9242,3,1
1312,4,353.145.9474,3,353.145.9029,3,1
1313,4,353.145.9474,3,681.469.5012,1,22
1314,4,353.145.9474,3,940.386.6876,2,20
1315,4,353.145.9474,3,681.469.1390,1,22
1316,4,353.145.9474,3,681.469.5012,1,24
1317,4,353.145.9242,3,353.145.4761,3,1
1318,4,353.145.9242,3,353.145.9474,3,1
1319,4,353.145.9242,3,353.145.7916,3,36
1320,4,353.145.9242,3,681.469.1366,1,22
1321,4,353.145.9242,3,353.145.9029,3,21
1322,4,353.145.9242,3,353.145.2037,3,32
1323,4,353.145.9242,3,681.469.4593,1,19
1324,4,353.145.1303,3,681.469.5012,1,1
1325,4,353.145.1303,3,940.386.5914,2,29
1326,4,353.145.1303,3,940.386.1085,2,25
1327,4,353.145.1303,3,681.469.6415,1,1
1328,4,353.145.1303,3,940.386.5914,2,41
1329,4,353.145.1303,3,681.469.7527,1,22
1330,4,353.145.1303,3,353.145.4761,3,24
1331,4,353.145.3797,3,353.145.4306,3,31
1332,4,353.145.3797,3,940.386.7033,2,22
1333,4,353.145.3797,3,353.145.9029,3,28
1334,4,353.145.3797,3,940.386.1402,2,16
1335,4,353.145.1968,3,681.469.4840,1,1
1336,4,353.145.1968,3,353.145.9029,3,24
1337,4,353.145.1669,3,681.469.5102,1,20
1338,4,353.145.1669,3,940.386.4189,2,20
1339,4,353.145.1669,3,681.469.5012,1,26
1340,4,353.145.1669,3,681.469.3347,1,1
1341,4,353.145.8454,3,681.469.3347,1,20
1342,4,353.145.8454,3,353.145.9474,3,1
1343,4,353.145.8454,3,940.386.2494,2,21
1344,4,353.145.8454,3,681.469.7160,1,30
1345,4,353.145.8454,3,353.145.7916,3,19
1346,4,353.145.8454,3,681.469.9336,1,35
1347,4,353.145.8454,3,353.145.4644,3,26
1348,4,353.145.8454,3,940.386.6876,2,18
1349,4,353.145.8454,3,681.469.2926,1,14
1350,4,353.145.4306,3,681.469.1390,1,26
1351,4,353.145.4306,3,681.469.5012,1,26
1352,4,353.145.4306,3,681.469.3347,1,22
1353,4,353.145.4306,3,353.145.2037,3,16
1354,4,353.145.4306,3,681.469.7527,1,27
1355,4,353.145.4306,3,940.386.2494,2,31
1356,4,353.145.4306,3,353.145.3797,3,16
1357,4,353.145.4306,3,681.469.5102,1,1
1358,4,353.145.4306,3,353.145.8406,3,21
1359,4,353.145.4306,3,681.469.1081,1,22
1360,4,353.145.2037,3,681.469.1081,1,20
1361,4,353.145.2037,3,353.145.8406,3,15
1362,4,353.145.2037,3,681.469.1081,1,37
1363,4,353.145.2037,3,353.145.1669,3,1
1364,4,353.145.2037,3,353.145.4644,3,17
1365,4,353.145.2037,3,353.145.4644,3,18
1366,4,353.145.8175,3,353.145.1968,3,1
1367,4,353.145.8175,3,681.469.3347,1,24
1368,4,353.145.8175,3,353.145.7916,3,26
1369,4,353.145.9029,3,940.386.4189,2,1
1370,4,353.145.9029,3,681.469.6415,1,29
1371,4,353.145.9029,3,681.469.9336,1,1
1372,4,353.145.9029,3,681.469.4840,1,20
1373,4,353.145.4644,3,681.469.9722,1,1
1374,4,353.145.4644,3,681.469.1390,1,1
1375,4,353.145.4644,3,940.386.7033,2,17
1376,4,353.145.4644,3,681.469.7527,1,20
1377,4,353.145.4644,3,353.145.1669,3,20
1378,4,353.145.4644,3,681.469.3347,1,16
1379,4,353.145.4644,3,681.469.2663,1,36
1380,4,353.145.7916,3,681.469.7527,1,18
1381,4,353.145.7916,3,681.469.5102,1,26
1382,4,353.145.7916,3,681.469.2555,1,24
1383,4,353.145.7916,3,681.469.1390,1,16
1384,4,353.145.7916,3,681.469.1366,1,1
1385,4,353.145.7916,3,940.386.7868,2,22
1386,4,353.145.9066,3,681.469.5012,1,21
1387,4,353.145.9066,3,681.469.5012,1,24
1388,4,353.145.9066,3,681.469.2049,1,30
1389,4,353.145.9066,3,681.469.1366,1,23
1390,4,353.145.9066,3,353.145.9029,3,27
1391,4,353.145.9066,3,353.145.9474,3,23
1392,4,353.145.9066,3,681.469.7087,1,30
1393,4,353.145.9066,3,940.386.5914,2,24
1394,4,353.145.9066,3,940.386.5860,2,25
1395,4,353.145.9066,3,940.386.7033,2,26
1396,4,353.145.4769,3,681.469.8025,1,22
1397,4,353.145.4769,3,353.145.4761,3,27
1398,4,353.145.4769,3,353.145.5686,3,38
1399,4,353.145.4769,3,681.469.9378,1,1
1400,5,681.469.9336,1,940.386.7033,2,25
1401,5,681.469.9336,1,353.145.9453,3,19
1402,5,681.469.9336,1,353.145.1968,3,1
1403,5,681.469.9336,1,681.469.4720,1,17
1404,5,681.469.9336,1,353.145.1303,3,18
1405,5,681.469.5599,1,681.469.1390,1,19
1406,5,681.469.5599,1,681.469.9336,1,22
1407,5,681.469.5599,1,681.469.2663,1,25
1408,5,681.469.5599,1,940.386.1085,2,21
1409,5,681.469.5599,1,681.469.4720,1,29
1410,5,681.469.5599,1,940.386.7868,2,1
1411,5,681.469.7188,1,681.469.5704,1,21
1412,5,681.469.7188,1,681.469.2663,1,26
1413,5,681.469.7188,1,681.469.2049,1,18
1414,5,681.469.7188,1,353.145.1669,3,24
1415,5,681.469.7188,1,681.469.9378,1,24
1416,5,681.469.3347,1,681.469.7160,1,1
1417,5,681.469.3347,1,681.469.9951,1,1
1418,5,681.469.3347,1,681.469.9336,1,22
1419,5,681.469.3347,1,353.145.8454,3,23
1420,5,681.469.3347,1,353.145.4306,3,1
1421,5,681.469.3347,1,681.469.7576,1,39
1422,5,681.469.3347,1,353.145.1669,3,1
1423,5,681.469.4720,1,940.386.2494,2,35
1424,5,681.469.4720,1,353.145.9453,3,1
1425,5,681.469.4720,1,681.469.2555,1,1
1426,5,681.469.4720,1,353.145.2037,3,1
1427,5,681.469.5102,1,353.145.1968,3,28
1428,5,681.469.5102,1,353.145.4761,3,33
1429,5,681.469.5102,1,353.145.9474,3,27
1430,5,681.469.5102,1,940.386.5860,2,46
1431,5,681.469.5102,1,681.469.1081,1,41
1432,5,681.469.5102,1,681.469.5704,1,29
1433,5,681.469.5102,1,353.145.2037,3,34
1434,5,681.469.5102,1,681.469.1081,1,23
1435,5,681.469.6415,1,681.469.9951,1,20
1436,5,681.469.6415,1,353.145.7916,3,1
1437,5,681.469.6415,1,681.469.7527,1,34
1438,5,681.469.6415,1,353.145.4644,3,20
1439,5,681.469.2555,1,940.386.2494,2,25
1440,5,681.469.2555,1,353.145.4761,3,27
1441,5,681.469.2555,1,681.469.4720,1,15
1442,5,681.469.2555,1,681.469.7576,1,18
1443,5,681.469.2555,1,681.469.7527,1,27
1444,5,681.469.2555,1,353.145.4761,3,23
1445,5,681.469.2555,1,940.386.5860,2,30
1446,5,681.469.2555,1,353.145.8454,3,1
1447,5,681.469.2555,1,681.469.5102,1,19
1448,5,681.469.3054,1,681.469.6415,1,41
1449,5,681.469.3054,1,681.469.2926,1,19
1450,5,681.469.3054,1,681.469.3347,1,22
1451,5,681.469.3054,1,681.469.1081,1,23
1452,5,681.469.3054,1,681.469.4840,1,17
1453,5,681.469.3054,1,940.386.5914,2,28
1454,5,681.469.3054,1,353.145.7916,3,16
1455,5,681.469.3054,1,940.386.2494,2,31
1456,5,681.469.3054,1,681.469.2926,1,1
1457,5,681.469.4593,1,353.145.4761,3,26
1458,5,681.469.4593,1,353.145.1669,3,1
1459,5,681.469.4593,1,940.386.6876,2,22
1460,5,681.469.4593,1,681.469.3347,1,17
1461,5,681.469.4593,1,681.469.9951,1,23
1462,5,681.469.4593,1,353.145.7916,3,27
1463,5,681.469.4593,1,681.469.5012,1,29
1464,5,681.469.2049,1,681.469.1081,1,22
1465,5,681.469.2049,1,681.469.5012,1,17
1466,5,681.469.2049,1,353.145.4644,3,27
1467,5,681.469.2049,1,353.145.8454,3,35
1468,5,681.469.2049,1,681.469.9951,1,36
1469,5,681.469.2049,1,353.145.8406,3,16
1470,5,681.469.7877,1,681.469.7160,1,27
1471,5,681.469.7877,1,353.145.8454,3,22
1472,5,681.469.7877,1,681.469.5102,1,22
1473,5,681.469.7877,1,353.145.1968,3,35
1474,5,681.469.1366,1,681.469.9951,1,17
1475,5,681.469.1366,1,681.469.9951,1,23
1476,5,681.469.1366,1,940.386.4189,2,1
1477,5,681.469.1366,1,681.469.2555,1,32
1478,5,681.469.1366,1,681.469.9336,1,23
1479,5,681.469.1366,1,940.386.4189,2,18
1480,5,681.469.1366,1,681.469.5102,1,21
1481,5,681.469.1366,1,681.469.7188,1,17
1482,5,681.469.2663,1,353.145.8454,3,15
1483,5,681.469.2663,1,940.386.7868,2,27
1484,5,681.469.2663,1,681.469.2049,1,1
1485,5,681.469.2663,1,353.145.1968,3,24
1486,5,681.469.2663,1,681.469.9336,1,1
1487,5,681.469.2663,1,681.469.6415,1,41
1488,5,681.469.2663,1,940.386.6876,2,30
1489,5,681.469.2663,1,681.469.1366,1,27
1490,5,681.469.4840,1,681.469.2926,1,1
1491,5,681.469.4840,1,681.469.9722,1,36
1492,5,681.469.4840,1,681.469.2663,1,1
1493,5,681.469.4840,1,940.386.2494,2,19
1494,5,681.469.1081,1,353.145.2037,3,21
1495,5,681.469.1081,1,940.386.4189,2,23
1496,5,681.469.1081,1,940.386.1085,2,1
1497,5,681.469.1081,1,353.145.8454,3,1
1498,5,681.469.1081,1,681.469.8025,1,41
1499,5,681.469.7527,1,353.145.1669,3,25
1500,5,681.469.7527,1,681.469.3347,1,20
1501,5,681.469.7527,1,353.145.9029,3,34
1502,5,681.469.7527,1,353.145.9453,3,21
1503,5,681.469.7527,1,353.145.1968,3,17
1504,5,681.469.7527,1,681.469.7188,1,19
1505,5,681.469.7527,1,353.145.8175,3,1
1506,5,681.469.7527,1,681.469.7576,1,15
1507,5,681.469.1390,1,681.469.9722,1,13
1508,5,681.469.1390,1,681.469.4840,1,35
1509,5,681.469.1390,1,681.469.2555,1,1
1510,5,681.469.1390,1,353.145.1968,3,27
1511,5,681.469.1390,1,353.145.5686,3,29
1512,5,681.469.1390,1,681.469.7576,1,20
1513,5,681.469.5704,1,681.469.9336,1,1
1514,5,681.469.5704,1,353.145.4306,3,24
1515,5,681.469.5704,1,681.469.1390,1,25
1516,5,681.469.5704,1,940.386.5914,2,17
1517,5,681.469.5704,1,681.469.4720,1,17
1518,5,681.469.5704,1,353.145.9453,3,24
1519,5,681.469.5704,1,940.386.7033,2,22
1520,5,681.469.5704,1,681.469.2926,1,22
1521,5,681.469.5704,1,681.469.7576,1,1
1522,5,681.469.5704,1,940.386.7868,2,32
1523,5,681.469.9378,1,681.469.9336,1,25
1524,5,681.469.9378,1,681.469.5012,1,1
1525,5,681.469.9378,1,940.386.7033,2,21
1526,5,681.469.9378,1,353.145.8454,3,1
1527,5,681.469.9378,1,681.469.7188,1,26
1528,5,681.469.9378,1,353.145.1303,3,19
1529,5,681.469.9378,1,353.145.4644,3,36
1530,5,681.469.9378,1,940.386.6876,2,34
1531,5,681.469.9378,1,681.469.1081,1,20
1532,5,681.469.2926,1,681.469.9336,1,22
1533,5,681.469.2926,1,681.469.5102,1,16
1534,5,681.469.2926,1,681.469.9378,1,27
1535,5,681.469.2926,1,681.469.1366,1,25
1536,5,681.469.9951,1,353.145.9029,3,16
1537,5,681.469.9951,1,353.145.1669,3,28
1538,5,681.469.9951,1,681.469.2049,1,23
1539,5,681.469.9951,1,353.145.3797,3,25
1540,5,681.469.5012,1,681.469.9378,1,19
1541,5,681.469.5012,1,940.386.1402,2,22
1542,5,681.469.5012,1,353.145.9029,3,1
1543,5,681.469.5012,1,353.145.7916,3,1
1544,5,681.469.5012,1,681.469.1081,1,28
1545,5,681.469.5012,1,681.469.9722,1,20
1546,5,681.469.3534,1,353.145.1669,3,26
1547,5,681.469.3534,1,940.386.7033,2,25
1548,5,681.469.3534,1,681.469.2926,1,16
1549,5,681.469.9722,1,681.469.7576,1,26
1550,5,681.469.9722,1,353.145.9242,3,24
1551,5,681.469.9722,1,681.469.1081,1,30
1552,5,681.469.9722,1,940.386.5914,2,17
1553,5,681.469.9722,1,940.386.6876,2,28
1554,5,681.469.9722,1,353.145.3797,3,1
1555,5,681.469.7087,1,353.145.4644,3,1
1556,5,681.469.7087,1,353.145.9029,3,20
1557,5,681.469.7087,1,940.386.5914,2,17
1558,5,681.469.7087,1,681.469.7576,1,24
1559,5,681.469.7087,1,681.469.4720,1,21
1560,5,681.469.8025,1,681.469.1081,1,32
1561,5,681.469.8025,1,681.469.9722,1,30
1562,5,681.469.7576,1,940.386.5914,2,21
1563,5,681.469.7576,1,681.469.5102,1,29
1564,5,681.469.7576,1,681.469.9722,1,29
1565,5,681.469.7576,1,681.469.2926,1,27
1566,5,681.469.7576,1,681.469.1081,1,18
1567,5,681.469.7576,1,681.469.5012,1,23
1568,5,681.469.7576,1,940.386.7868,2,30
1569,5,681.469.1408,1,681.469.3347,1,21
1570,5,681.469.1408,1,681.469.6415,1,21
1571,5,681.469.1408,1,940.386.7868,2,23
1572,5,681.469.1408,1,681.469.8025,1,1
1573,5,681.469.1408,1,681.469.9951,1,18
1574,5,681.469.1408,1,681.469.9951,1,18
1575,5,681.469.1408,1,681.469.5012,1,20
1576,5,681.469.1408,1,681.469.7576,1,35
1577,5,681.469.1408,1,940.386.2494,2,12
1578,5,681.469.1408,1,353.145.1968,3,20
1579,5,681.469.7160,1,940.386.7033,2,34
1580,5,681.469.7160,1,681.469.9722,1,22
1581,5,681.469.7160,1,681.469.1366,1,20
1582,5,681.469.7160,1,681.469.5704,1,23
1583,5,681.469.7160,1,353.145.4644,3,1
1584,5,681.469.7160,1,353.145.9453,3,1
1585,5,681.469.7160,1,681.469.9722,1,22
1586,5,940.386.7033,2,681.469.3347,1,28
1587,5,940.386.7033,2,681.469.6415,1,21
1588,5,940.386.7033,2,681.469.5102,1,23
1589,5,940.386.7033,2,681.469.4840,1,31
1590,5,940.386.7033,2,940.386.7868,2,32
1591,5,940.386.7033,2,681.469.9336,1,28
1592,5,940.386.5914,2,681.469.1366,1,1
1593,5,940.386.5914,2,353.145.9453,3,15
1594,5,940.386.5914,2,353.145.7916,3,15
1595,5,940.386.5914,2,940.386.7033,2,1
1596,5,940.386.5914,2,353.145.4306,3,26
1597,5,940.386.5914,2,940.386.7033,2,1
1598,5,940.386.5914,2,353.145.8175,3,18
1599,5,940.386.5914,2,681.469.3347,1,26
1600,5,940.386.5914,2,353.145.8454,3,1
1601,5,940.386.5914,2,353.145.4644,3,33
1602,5,940.386.7868,2,681.469.5102,1,1
1603,5,940.386.7868,2,681.469.7576,1,1
1604,5,940.386.7868,2,681.469.7576,1,1
1605,5,940.386.7868,2,681.469.7188,1,1
1606,5,940.386.7868,2,940.386.4189,2,21
1607,5,940.386.1085,2,940.386.1402,2,1
1608,5,940.386.1085,2,681.469.2663,1,24
1609,5,940.386.1085,2,681.469.2926,1,25
1610,5,940.386.2494,2,681.469.7188,1,24
1611,5,940.386.2494,2,940.386.7868,2,20
1612,5,940.386.2494,2,353.145.5686,3,30
1613,5,940.386.2494,2,353.145.9242,3,1
1614,5,940.386.2494,2,681.469.9951,1,1
1615,5,940.386.2494,2,940.386.1085,2,20
1616,5,940.386.6607,2,353.145.9029,3,18
1617,5,940.386.6607,2,353.145.1669,3,21
1618,5,940.386.6607,2,940.386.5860,2,21
1619,5,940.386.6607,2,681.469.2049,1,29
1620,5,940.386.6607,2,681.469.5102,1,32
1621,5,940.386.6607,2,353.145.4761,3,1
1622,5,940.386.6607,2,940.386.7868,2,1
1623,5,940.386.6876,2,681.469.3347,1,22
1624,5,940.386.6876,2,353.145.4761,3,23
1625,5,940.386.6876,2,353.145.8454,3,27
1626,5,940.386.6876,2,681.469.7576,1,1
1627,5,940.386.6876,2,353.145.7916,3,24
1628,5,940.386.4189,2,681.469.2663,1,15
1629,5,940.386.4189,2,353.145.9242,3,20
1630,5,940.386.4189,2,353.145.1303,3,20
1631,5,940.386.4189,2,940.386.5914,2,24
1632,5,940.386.4189,2,940.386.5914,2,13
1633,5,940.386.4189,2,681.469.3054,1,25
1634,5,940.386.4189,2,353.145.9474,3,31
1635,5,940.386.1402,2,681.469.1081,1,30
1636,5,940.386.1402,2,681.469.7087,1,1
1637,5,940.386.1402,2,681.469.3347,1,23
1638,5,940.386.1402,2,681.469.2049,1,1
1639,5,940.386.1402,2,353.145.8175,3,28
1640,5,940.386.1402,2,353.145.7916,3,24
1641,5,940.386.1402,2,681.469.9722,1,30
1642,5,940.386.1402,2,353.145.1968,3,27
1643,5,940.386.1402,2,681.469.4840,1,19
1644,5,940.386.1402,2,681.469.7527,1,38
1645,5,940.386.5860,2,353.145.9242,3,24
1646,5,940.386.5860,2,353.145.3797,3,23
1647,5,940.386.5860,2,940.386.7033,2,21
1648,5,940.386.5860,2,681.469.2555,1,27
1649,5,940.386.5860,2,681.469.1081,1,22
1650,5,353.145.5686,3,353.145.2037,3,23
1651,5,353.145.5686,3,353.145.4306,3,1
1652,5,353.145.5686,3,940.386.5860,2,25
1653,5,353.145.5686,3,940.386.5914,2,14
1654,5,353.145.5686,3,681.469.5102,1,28
1655,5,353.145.5686,3,681.469.5012,1,21
1656,5,353.145.5686,3,940.386.7033,2,36
1657,5,353.145.5686,3,353.145.4306,3,1
1658,5,353.145.4761,3,681.469.9951,1,19
1659,5,353.145.4761,3,681.469.2663,1,19
1660,5,353.145.4761,3,681.469.2049,1,19
1661,5,353.145.4761,3,681.469.5704,1,23
1662,5,353.145.4761,3,681.469.5012,1,1
1663,5,353.145.4761,3,681.469.1366,1,22
1664,5,353.145.4761,3,681.469.7087,1,37
1665,5,353.145.9453,3,681.469.2555,1,22
1666,5,353.145.9453,3,681.469.7527,1,16
1667,5,353.145.9453,3,681.469.5704,1,35
1668,5,353.145.9453,3,940.386.2494,2,26
1669,5,353.145.9453,3,940.386.7868,2,28
1670,5,353.145.9453,3,681.469.7527,1,34
1671,5,353.145.9453,3,940.386.5860,2,28
1672,5,353.145.9453,3,681.469.5012,1,26
1673,5,353.145.6110,3,353.145.7916,3,20
1674,5,353.145.6110,3,681.469.1081,1,29
1675,5,353.145.6110,3,681.469.2926,1,20
1676,5,353.145.8406,3,353.145.4644,3,27
1677,5,353.145.8406,3,681.469.9336,1,17
1678,5,353.145.8406,3,681.469.5102,1,1
1679,5,353.145.8406,3,681.469.7527,1,31
1680,5,353.145.8406,3,681.469.1081,1,17
1681,5,353.145.8406,3,681.469.7576,1,16
1682,5,353.145.8406,3,681.469.6415,1,1
1683,5,353.145.9474,3,681.469.2926,1,20
1684,5,353.145.9474,3,353.145.4644,3,19
1685,5,353.145.9474,3,681.469.2555,1,28
1686,5,353.145.9474,3,353.145.9242,3,19
1687,5,353.145.9242,3,681.469.9336,1,16
1688,5,353.145.9242,3,681.469.7087,1,28
1689,5,353.145.9242,3,940.386.2494,2,34
1690,5,353.145.9242,3,353.145.5686,3,1
1691,5,353.145.9242,3,353.145.2037,3,27
1692,5,353.145.9242,3,681.469.2926,1,30
1693,5,353.145.9242,3,681.469.2555,1,19
1694,5,353.145.1303,3,681.469.3347,1,20
1695,5,353.145.1303,3,353.145.1669,3,35
1696,5,353.145.1303,3,940.386.1085,2,26
1697,5,353.145.1303,3,681.469.2926,1,18
1698,5,353.145.1303,3,681.469.3347,1,31
1699,5,353.145.3797,3,940.386.1402,2,20
1700,5,353.145.3797,3,681.469.2555,1,21
1701,5,353.145.3797,3,681.469.5012,1,24
1702,5,353.145.3797,3,353.145.1669,3,32
1703,5,353.145.3797,3,681.469.7188,1,31
1704,5,353.145.1968,3,940.386.1402,2,21
1705,5,353.145.1968,3,681.469.7087,1,51
1706,5,353.145.1968,3,353.145.4644,3,19
1707,5,353.145.1968,3,353.145.1669,3,31
1708,5,353.145.1968,3,681.469.2926,1,23
1709,5,353.145.1968,3,681.469.9951,1,28
1710,5,353.145.1968,3,681.469.9951,1,26
1711,5,353.145.1968,3,681.469.4840,1,39
1712,5,353.145.1968,3,681.469.7877,1,1
1713,5,353.145.1669,3,681.469.3347,1,26
1714,5,353.145.1669,3,353.145.4306,3,28
1715,5,353.145.1669,3,940.386.7868,2,1
1716,5,353.145.1669,3,353.145.3797,3,17
1717,5,353.145.1669,3,681.469.9722,1,25
1718,5,353.145.1669,3,940.386.6876,2,27
1719,5,353.145.1669,3,353.145.9029,3,25
1720,5,353.145.1669,3,681.469.3347,1,19
1721,5,353.145.8454,3,681.469.1390,1,32
1722,5,353.145.8454,3,353.145.2037,3,25
1723,5,353.145.8454,3,353.145.4644,3,28
1724,5,353.145.8454,3,681.469.2049,1,26
1725,5,353.145.4306,3,681.469.1081,1,26
1726,5,353.145.4306,3,353.145.9029,3,18
1727,5,353.145.4306,3,353.145.1303,3,1
1728,5,353.145.4306,3,681.469.2555,1,26
1729,5,353.145.4306,3,353.145.8406,3,26
1730,5,353.145.4306,3,681.469.9336,1,22
1731,5,353.145.2037,3,940.386.1402,2,27
1732,5,353.145.2037,3,681.469.2663,1,24
1733,5,353.145.2037,3,681.469.9336,1,24
1734,5,353.145.2037,3,681.469.7188,1,25
1735,5,353.145.8175,3,681.469.9378,1,1
1736,5,353.145.8175,3,353.145.2037,3,38
1737,5,353.145.8175,3,681.469.9378,1,28
1738,5,353.145.8175,3,681.469.2049,1,23
1739,5,353.145.8175,3,681.469.7188,1,29
1740,5,353.145.9029,3,940.386.7868,2,33
1741,5,353.145.9029,3,940.386.4189,2,24
1742,5,353.145.4644,3,681.469.2663,1,29
1743,5,353.145.4644,3,681.469.9378,1,21
1744,5,353.145.4644,3,681.469.2926,1,1
1745,5,353.145.4644,3,681.469.7188,1,20
1746,5,353.145.4644,3,681.469.9722,1,20
1747,5,353.145.7916,3,681.469.5102,1,29
1748,5,353.145.7916,3,681.469.7576,1,1
1749,5,353.145.7916,3,940.386.4189,2,20
1750,5,353.145.7916,3,681.469.2049,1,1
1751,5,353.145.7916,3,681.469.9378,1,24
1752,5,353.145.7916,3,940.386.7033,2,1
1753,5,353.145.7916,3,681.469.2049,1,22
1754,5,353.145.9066,3,681.469.1366,1,35
1755,5,353.145.9066,3,353.145.9029,3,24
1756,5,353.145.9066,3,940.386.7868,2,1
1757,5,353.145.9066,3,681.469.5704,1,23
1758,5,353.145.4769,3,940.386.1402,2,26
1759,5,353.145.4769,3,353.145.9242,3,18
1760,5,353.145.4769,3,353.145.3797,3,1
1761,5,353.145.4769,3,681.469.4840,1,21
1762,6,681.469.9336,1,940.386.1402,2,31
1763,6,681.469.9336,1,353.145.3797,3,23
1764,6,681.469.9336,1,940.386.7033,2,20
1765,6,681.469.9336,1,353.145.4306,3,23
1766,6,681.469.9336,1,940.386.1402,2,16
1767,6,681.469.9336,1,681.469.4593,1,14
1768,6,681.469.5599,1,940.386.4189,2,30
1769,6,681.469.5599,1,940.386.5914,2,24
1770,6,681.469.5599,1,681.469.1390,1,1
1771,6,681.469.7188,1,353.145.7916,3,22
1772,6,681.469.7188,1,353.145.9029,3,1
1773,6,681.469.7188,1,681.469.9951,1,1
1774,6,681.469.7188,1,353.145.5686,3,24
1775,6,681.469.7188,1,681.469.2049,1,15
1776,6,681.469.7188,1,353.145.1669,3,23
1777,6,681.469.3347,1,681.469.9722,1,19
1778,6,681.469.3347,1,681.469.5102,1,29
1779,6,681.469.3347,1,940.386.1402,2,33
1780,6,681.469.3347,1,353.145.1968,3,1
1781,6,681.469.3347,1,353.145.9242,3,1
1782,6,681.469.3347,1,353.145.8406,3,21
1783,6,681.469.3347,1,681.469.5704,1,1
1784,6,681.469.3347,1,353.145.7916,3,39
1785,6,681.469.3347,1,353.145.1669,3,22
1786,6,681.469.3347,1,940.386.5914,2,23
1787,6,681.469.3347,1,353.145.9453,3,19
1788,6,681.469.4720,1,681.469.7087,1,1
1789,6,681.469.4720,1,940.386.6876,2,22
1790,6,681.469.4720,1,353.145.1669,3,17
1791,6,681.469.4720,1,353.145.1968,3,20
1792,6,681.469.4720,1,353.145.5686,3,22
1793,6,681.469.5102,1,681.469.9951,1,1
1794,6,681.469.5102,1,353.145.9453,3,22
1795,6,681.469.5102,1,940.386.5914,2,25
1796,6,681.469.5102,1,353.145.8406,3,28
1797,6,681.469.5102,1,353.145.5686,3,22
1798,6,681.469.5102,1,681.469.4840,1,30
1799,6,681.469.5102,1,353.145.4644,3,19
1800,6,681.469.6415,1,681.469.5012,1,38
1801,6,681.469.6415,1,940.386.7033,2,23
1802,6,681.469.6415,1,940.386.7868,2,28
1803,6,681.469.6415,1,681.469.9722,1,28
1804,6,681.469.6415,1,353.145.1968,3,31
1805,6,681.469.6415,1,940.386.2494,2,20
1806,6,681.469.6415,1,353.145.9453,3,29
1807,6,681.469.2555,1,681.469.6415,1,1
1808,6,681.469.2555,1,940.386.5914,2,28
1809,6,681.469.2555,1,681.469.9336,1,26
1810,6,681.469.2555,1,353.145.9474,3,38
1811,6,681.469.2555,1,681.469.6415,1,27
1812,6,681.469.2555,1,940.386.7033,2,29
1813,6,681.469.2555,1,681.469.9336,1,19
1814,6,681.469.2555,1,353.145.1968,3,29
1815,6,681.469.2555,1,681.469.5012,1,1
1816,6,681.469.3054,1,681.469.2926,1,19
1817,6,681.469.3054,1,353.145.1968,3,22
1818,6,681.469.3054,1,353.145.8454,3,30
1819,6,681.469.4593,1,940.386.4189,2,19
1820,6,681.469.4593,1,681.469.9336,1,26
1821,6,681.469.2049,1,681.469.4720,1,1
1822,6,681.469.2049,1,681.469.1366,1,16
1823,6,681.469.2049,1,681.469.9951,1,1
1824,6,681.469.2049,1,940.386.1085,2,44
1825,6,681.469.2049,1,681.469.3347,1,36
1826,6,681.469.2049,1,353.145.9453,3,21
1827,6,681.469.2049,1,681.469.9722,1,23
1828,6,681.469.2049,1,681.469.9951,1,20
1829,6,681.469.2049,1,681.469.7527,1,1
1830,6,681.469.2049,1,353.145.9453,3,26
1831,6,681.469.2049,1,681.469.4720,1,1
1832,6,681.469.2049,1,353.145.9453,3,22
1833,6,681.469.2049,1,681.469.2555,1,32
1834,6,681.469.7877,1,681.469.4840,1,20
1835,6,681.469.7877,1,681.469.9951,1,28
1836,6,681.469.7877,1,940.386.6876,2,18
1837,6,681.469.7877,1,353.145.2037,3,23
1838,6,681.469.7877,1,353.145.1669,3,30
1839,6,681.469.7877,1,940.386.1402,2,14
1840,6,681.469.7877,1,353.145.8406,3,28
1841,6,681.469.7877,1,940.386.6876,2,9
1842,6,681.469.1366,1,940.386.4189,2,26
1843,6,681.469.1366,1,353.145.9029,3,1
1844,6,681.469.1366,1,681.469.9722,1,15
1845,6,681.469.2663,1,353.145.9029,3,31
1846,6,681.469.2663,1,940.386.7868,2,11
1847,6,681.469.2663,1,353.145.4761,3,16
1848,6,681.469.2663,1,940.386.4189,2,25
1849,6,681.469.2663,1,353.145.9453,3,1
